Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
497,Leonardo Ulloa\Leonardo-Ulloa,ar ARG,FW,Leicester City,30,1986,16,3,447,1,0,0,0,0,0,0.20,0.00,0.20,0.20,0.20,Matches
498,Víctor Valdés\Victor-Valdes,es ESP,GK,Middlesbrough,34,1982,28,28,2520,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
499,Antonio Valencia\Antonio-Valencia,ec ECU,DF,Manchester Utd,30,1985,28,27,2483,1,3,0,0,5,0,0.04,0.11,0.14,0.04,0.14,Matches
500,Enner Valencia\Enner-Valencia,ec ECU,FWMF,Everton,26,1989,21,5,716,3,1,0,0,1,0,0.38,0.13,0.50,0.38,0.50,Matches
501,Enner Valencia\Enner-Valencia,ec ECU,FW,West Ham,26,1989,3,3,211,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
502,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,29,1987,35,33,2802,13,4,0,0,2,1,0.42,0.13,0.55,0.42,0.55,Matches
503,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,29,1987,33,33,2894,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
504,Sam Vokes\Sam-Vokes,wal WAL,FW,Burnley,26,1989,37,21,2064,10,3,2,2,0,0,0.44,0.13,0.57,0.35,0.48,Matches
505,Michel Vorm\Michel-Vorm,nl NED,GK,Tottenham,32,1983,5,4,416,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
506,Matěj Vydra\Matej-Vydra,cz CZE,FWMF,Watford,24,1992,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
507,Theo Walcott\Theo-Walcott,eng ENG,MF,Arsenal,27,1989,28,23,1916,10,2,0,1,1,0,0.47,0.09,0.56,0.47,0.56,Matches
508,Kyle Walker\Kyle-Walker,eng ENG,DFMF,Tottenham,26,1990,33,31,2701,0,5,0,0,8,0,0.00,0.17,0.17,0.00,0.17,Matches
509,Jonathan Walters\Jonathan-Walters,ie IRL,FWMF,Stoke City,32,1983,23,13,1304,4,2,1,1,1,0,0.28,0.14,0.41,0.21,0.35,Matches
510,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,25,1991,36,35,3012,4,1,0,0,10,0,0.12,0.03,0.15,0.12,0.15,Matches
511,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,26,1989,38,38,3417,0,1,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matches
512,Stephen Ward\Stephen-Ward,ie IRL,DF,Burnley,30,1985,37,37,3230,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,Matches
513,James Ward-Prowse\James-Ward-Prowse,eng ENG,MF,Southampton,21,1994,30,22,1883,4,4,0,0,4,0,0.19,0.19,0.38,0.19,0.38,Matches
514,Marcin Wasilewski\Marcin-Wasilewski,pl POL,DF,Leicester City,36,1980,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
515,Duncan Watmore\Duncan-Watmore,eng ENG,MFFW,Sunderland,22,1994,14,11,1024,0,2,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches
516,Ben Watson\Ben-Watson,eng ENG,MF,Watford,31,1985,4,0,54,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
517,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Arsenal,25,1990,16,8,748,2,2,0,0,0,0,0.24,0.24,0.48,0.24,0.48,Matches
518,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,26,1990,9,6,551,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
519,Glenn Whelan\Glenn-Whelan,ie IRL,MF,Stoke City,32,1984,30,26,2275,0,1,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches
520,Connor Wickham\Connor-Wickham,eng ENG,FWMF,Crystal Palace,23,1993,8,4,412,2,0,0,0,1,0,0.44,0.00,0.44,0.44,0.44,Matches
521,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,25,1990,36,33,2972,6,8,0,0,2,0,0.18,0.24,0.42,0.18,0.42,Matches
522,Ashley Williams\Ashley-Williams,wal WAL,DF,Everton,31,1984,36,35,3160,1,2,0,0,7,1,0.03,0.06,0.09,0.03,0.09,Matches
523,Willian\Willian,br BRA,FWMF,Chelsea,27,1988,34,15,1534,8,2,0,0,3,0,0.47,0.12,0.59,0.47,0.59,Matches
524,Jack Wilshere\Jack-Wilshere,eng ENG,MF,Bournemouth,24,1992,27,22,1910,0,2,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches
525,Jack Wilshere\Jack-Wilshere,eng ENG,MF,Arsenal,24,1992,2,0,39,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
526,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,24,1992,20,16,1423,6,0,3,3,0,0,0.38,0.00,0.38,0.19,0.19,Matches
527,Marc Wilson\Marc-Wilson,ie IRL,DF,West Brom,28,1987,4,3,254,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
528,Kevin Wimmer\Kevin-Wimmer,at AUT,DF,Tottenham,23,1992,5,4,357,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
529,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,20,1996,21,3,493,1,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,Matches
530,Philipp Wollscheid\Philipp-Wollscheid,de GER,DF,Stoke City,27,1989,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
531,Ben Woodburn\Ben-Woodburn,wal WAL,FW,Liverpool,16,1999,5,1,86,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
532,Matt Worthington\Matt-Worthington,eng ENG,MF,Bournemouth,18,1997,1,0,17,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
533,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,23,1992,32,28,2485,2,2,0,0,5,2,0.07,0.07,0.14,0.07,0.14,Matches
534,Claudio Yacob\Claudio-Yacob,ar ARG,MF,West Brom,29,1987,33,27,2418,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
535,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,27,1988,23,23,2070,1,0,0,0,2,0,0.04,0.00,0.04,0.04,0.04,Matches
536,Ashley Young\Ashley-Young,eng ENG,DFMF,Manchester Utd,31,1985,12,8,758,0,1,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches
537,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DFMF,Manchester City,31,1985,19,11,1036,1,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17,Matches
538,Wilfried Zaha\Wilfried-Zaha,ci CIV,MFFW,Crystal Palace,23,1992,35,34,3019,7,8,0,0,8,0,0.21,0.24,0.45,0.21,0.45,Matches
539,Mauro Zárate\Mauro-Zarate,ar ARG,FWMF,Watford,29,1987,3,3,203,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
540,Simone Zaza\Simone-Zaza,it ITA,FW,West Ham,25,1991,8,5,459,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
541,Ron-Robert Zieler\Ron-Robert-Zieler,de GER,GK,Leicester City,27,1989,9,8,754,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
542,Kurt Zouma\Kurt-Zouma,fr FRA,DF,Chelsea,21,1994,9,3,250,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
543,Juan Zúñiga\Juan-Zuniga,co COL,DFMF,Watford,30,1985,21,6,825,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches
